atom,orbital,r_bohr,u
Ar,1s,0.000318122750824,0.0469746796215
Ar,1s,0.000320145007908,0.0472725457936
Ar,1s,0.000322180120167,0.0475722915368
Ar,1s,0.000324228169319,0.0478739285435
Ar,1s,0.000326289237603,0.0481774685768
Ar,1s,0.000328363407779,0.0484829234693
Ar,1s,0.000330450763134,0.0487903051237
Ar,1s,0.000332551387483,0.0490996255147
Ar,1s,0.000334665365177,0.0494108966876
Ar,1s,0.000336792781099,0.0497241307594
Ar,1s,0.000338933720675,0.050039339919
Ar,1s,0.000341088269873,0.0503565364283
Ar,1s,0.000343256515206,0.050675732621
Ar,1s,0.000345438543739,0.0509969409046
Ar,1s,0.00034763444309,0.05132017376
Ar,1s,0.000349844301433,0.0516454437424
Ar,1s,0.000352068207504,0.0519727634807
Ar,1s,0.000354306250601,0.0523021456782
Ar,1s,0.000356558520592,0.0526336031142
Ar,1s,0.000358825107914,0.0529671486429
Ar,1s,0.000361106103581,0.0533027951944
Ar,1s,0.000363401599185,0.0536405557749
Ar,1s,0.000365711686899,0.0539804434671
Ar,1s,0.000368036459482,0.0543224714309
Ar,1s,0.000370376010286,0.0546666529041
Ar,1s,0.000372730433251,0.055013001201
Ar,1s,0.000375099822919,0.0553615297154
Ar,1s,0.00037748427443,0.0557122519184
Ar,1s,0.000379883883531,0.0560651813616
